Uberstrain	Name	Data_Source(Accession_No.;Sequencing_Platform;Sequencing_Library;Insert_Size;Experiment;Bases;Average_Length;Status)	Barcode	Source_Niche	Source_Type	Source_Details	Collection_Year	Collection_Month	Collection_Day	Collection_Time	Continent	Country	Region	District	City	Post_Code	Latitude	Longitude	Serovar	Subspecies	Disease	Antigenic_Formulas	Phage_Type	Lab_Contact	Comment	Bio_Project_ID	Project_ID	Sample_ID	Secondary_Sample_ID	Date_Entered	Release_Date	ST	eBG	Serotype_(Predicted)	Lineage	Status	Coverage	N50	Length	Species	Contig_Number(>=200_bp)	Low_Quality_Bases	Version	SISTR1_Serovar	SISTR1_Serogroup	SeqSero2_Serovar	SeqSero2_Serogroup	wgMLST	cgMLST	HC0	HC2	HC5	HC10	HC20	HC50	HC100	HC200	HC400	HC900	HC2000	HC2600	HC2850	Lab_Contact_Lowercase	Accession_No	Sequencing_Platform	Sequencing_Library	Insert_Size	Experiment	Bases	Average_Length
SAL_HB1978AA	AUSMDU00013998	SRR14144420;ILLUMINA;Paired;;SRX10513923;;	SAL_HB1978AA	Human	Human	Homo sapiens	2018	NA	NA	NA	Oceania	Australia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Microbiological Diagnostics Unit	NA	PRJNA319593	SRP074391	SAMN18618971	SRS8637675	2021-04-06	2021-04-05	19	1	Typhimurium	ND	Assembled	92	154936	4883772	Salmonella enterica;98.59%	82	22342	4.1	Typhimurium	B	Typhimurium	4	326490	266584	266584	266584	1852	1852	1852	1503	1503	2	2	2	2	2	2	microbiological diagnostics unit	SRR14144420	ILLUMINA	Paired	_	SRX10513923	_	NA
SAL_HB1979AA	AUSMDU00013991	SRR14144421;ILLUMINA;Paired;;SRX10513922;;	SAL_HB1979AA	Human	Human	Homo sapiens	2018	NA	NA	NA	Oceania	Australia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Microbiological Diagnostics Unit	NA	PRJNA319593	SRP074391	SAMN18618970	SRS8637674	2021-04-06	2021-04-05	19	1	Typhimurium	ND	Assembled	82	99974	4879105	Salmonella enterica;98.86%	92	28638	4.1	Typhimurium	B	Typhimurium	4	326491	266586	266586	266584	1852	1852	1852	1503	1503	2	2	2	2	2	2	microbiological diagnostics unit	SRR14144421	ILLUMINA	Paired	_	SRX10513922	_	NA
SAL_HB1980AA	AUSMDU00013990	SRR14144422;ILLUMINA;Paired;;SRX10513921;;	SAL_HB1980AA	Human	Human	Homo sapiens	2018	NA	NA	NA	Oceania	Australia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Microbiological Diagnostics Unit	NA	PRJNA319593	SRP074391	SAMN18618969	SRS8637673	2021-04-06	2021-04-05	19	1	Typhimurium	ND	Assembled	69	192252	4961258	Salmonella enterica;95.38%	70	16912	4.1	Typhimurium	B	Typhimurium	4	326492	266584	266584	266584	1852	1852	1852	1503	1503	2	2	2	2	2	2	microbiological diagnostics unit	SRR14144422	ILLUMINA	Paired	_	SRX10513921	_	NA
SAL_HB1982AA	AUSMDU00013992	SRR14144424;ILLUMINA;Paired;;SRX10513919;;	SAL_HB1982AA	Human	Human	Homo sapiens	2018	NA	NA	NA	Oceania	Australia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Microbiological Diagnostics Unit	NA	PRJNA319593	SRP074391	SAMN18618967	SRS8637670	2021-04-06	2021-04-05	19	1	Typhimurium	ND	Assembled	64	120227	4880259	Salmonella enterica;98.73%	87	23030	4.1	Typhimurium	B	Typhimurium	4	326496	266584	266584	266584	1852	1852	1852	1503	1503	2	2	2	2	2	2	microbiological diagnostics unit	SRR14144424	ILLUMINA	Paired	_	SRX10513919	_	NA
SAL_HB1983AA	AUSMDU00014005	SRR14144425;ILLUMINA;Paired;;SRX10513918;;	SAL_HB1983AA	Human	Human	Homo sapiens	2018	NA	NA	NA	Oceania	Australia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Microbiological Diagnostics Unit	NA	PRJNA319593	SRP074391	SAMN18618966	SRS8637671	2021-04-06	2021-04-05	19	1	Typhimurium	ND	Assembled	73	240290	4878568	Salmonella enterica;98.33%	63	17400	4.1	Typhimurium	B	Typhimurium	4	326495	266584	266584	266584	1852	1852	1852	1503	1503	2	2	2	2	2	2	microbiological diagnostics unit	SRR14144425	ILLUMINA	Paired	_	SRX10513918	_	NA
SAL_HB1986AA	AUSMDU00014010	SRR14144428;ILLUMINA;Paired;;SRX10513915;;	SAL_HB1986AA	Human	Human	Homo sapiens	2018	NA	NA	NA	Oceania	Australia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Microbiological Diagnostics Unit	NA	PRJNA319593	SRP074391	SAMN18618964	SRS8637666	2021-04-06	2021-04-05	19	1	Typhimurium	ND	Assembled	122	179289	4884618	Salmonella enterica;98.46%	77	20472	4.1	Typhimurium	B	Typhimurium	4	326751	266584	266584	266584	1852	1852	1852	1503	1503	2	2	2	2	2	2	microbiological diagnostics unit	SRR14144428	ILLUMINA	Paired	_	SRX10513915	_	NA
SAL_HB1987AA	AUSMDU00013962	SRR14144429;ILLUMINA;Paired;;SRX10513914;;	SAL_HB1987AA	Human	Human	Homo sapiens	2018	NA	NA	NA	Oceania	Australia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Microbiological Diagnostics Unit	NA	PRJNA319593	SRP074391	SAMN18618963	SRS8637667	2021-04-06	2021-04-05	19	1	Typhimurium	ND	Assembled	76	141157	4884128	Salmonella enterica;98.67%	88	21096	4.1	Typhimurium	B	Typhimurium	4	326498	266587	266587	266584	1852	1852	1852	1503	1503	2	2	2	2	2	2	microbiological diagnostics unit	SRR14144429	ILLUMINA	Paired	_	SRX10513914	_	NA
SAL_HB1989AA	AUSMDU00013994	SRR14144431;ILLUMINA;Paired;;SRX10513912;;	SAL_HB1989AA	Human	Human	Homo sapiens	2018	NA	NA	NA	Oceania	Australia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Microbiological Diagnostics Unit	NA	PRJNA319593	SRP074391	SAMN18618961	SRS8637664	2021-04-06	2021-04-05	19	1	Typhimurium	ND	Assembled	75	185797	4971169	Salmonella enterica;96.5%	61	110682	4.1	Typhimurium	B	Typhimurium	4	326499	266584	266584	266584	1852	1852	1852	1503	1503	2	2	2	2	2	2	microbiological diagnostics unit	SRR14144431	ILLUMINA	Paired	_	SRX10513912	_	NA
SAL_HB1990AA	AUSMDU00014018	SRR14144432;ILLUMINA;Paired;;SRX10513911;;	SAL_HB1990AA	Human	Human	Homo sapiens	2018	NA	NA	NA	Oceania	Australia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Microbiological Diagnostics Unit	NA	PRJNA319593	SRP074391	SAMN18618960	SRS8637663	2021-04-06	2021-04-05	19	1	Typhimurium	ND	Assembled	82	102443	4877306	Salmonella enterica;98.78%	85	27833	4.1	Typhimurium	B	Typhimurium	4	326500	266588	266588	266584	1852	1852	1852	1503	1503	2	2	2	2	2	2	microbiological diagnostics unit	SRR14144432	ILLUMINA	Paired	_	SRX10513911	_	NA
SAL_HB1991AA	AUSMDU00014025	SRR14144433;ILLUMINA;Paired;;SRX10513910;;	SAL_HB1991AA	Human	Human	Homo sapiens	2018	NA	NA	NA	Oceania	Australia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Microbiological Diagnostics Unit	NA	PRJNA319593	SRP074391	SAMN18618959	SRS8637662	2021-04-06	2021-04-05	19	1	Typhimurium	ND	Assembled	96	176909	4884528	Salmonella enterica;98.33%	75	18941	4.1	Typhimurium	B	Typhimurium	4	326502	266584	266584	266584	1852	1852	1852	1503	1503	2	2	2	2	2	2	microbiological diagnostics unit	SRR14144433	ILLUMINA	Paired	_	SRX10513910	_	NA
SAL_HB1997AA	AUSMDU00013964	SRR14144439;ILLUMINA;Paired;;SRX10513904;;	SAL_HB1997AA	Human	Human	Homo sapiens	2018	NA	NA	NA	Oceania	Australia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Microbiological Diagnostics Unit	NA	PRJNA319593	SRP074391	SAMN18618954	SRS8637656	2021-04-06	2021-04-05	19	1	Typhimurium	ND	Assembled	70	140981	4880852	Salmonella enterica;98.61%	78	22021	4.1	Typhimurium	B	Typhimurium	4	326508	266592	266592	266584	1852	1852	1852	1503	1503	2	2	2	2	2	2	microbiological diagnostics unit	SRR14144439	ILLUMINA	Paired	_	SRX10513904	_	NA
SAL_HB1999AA	AUSMDU00013952	SRR14144441;ILLUMINA;Paired;;SRX10513902;;	SAL_HB1999AA	Human	Human	Homo sapiens	2018	NA	NA	NA	Oceania	Australia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Microbiological Diagnostics Unit	NA	PRJNA319593	SRP074391	SAMN18618952	SRS8637655	2021-04-06	2021-04-05	19	1	Typhimurium	ND	Assembled	67	184163	4875882	Salmonella enterica;98.39%	66	21211	4.1	Typhimurium	B	Typhimurium	4	326510	266584	266584	266584	1852	1852	1852	1503	1503	2	2	2	2	2	2	microbiological diagnostics unit	SRR14144441	ILLUMINA	Paired	_	SRX10513902	_	NA
SAL_HB2000AA	AUSMDU00013980	SRR14144442;ILLUMINA;Paired;;SRX10513901;;	SAL_HB2000AA	Human	Human	Homo sapiens	2018	NA	NA	NA	Oceania	Australia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Microbiological Diagnostics Unit	NA	PRJNA319593	SRP074391	SAMN18618951	SRS8637653	2021-04-06	2021-04-05	19	1	Typhimurium	ND	Assembled	109	149715	4878447	Salmonella enterica;98.39%	66	15976	4.1	Typhimurium	B	Typhimurium	4	326511	266594	266584	266584	1852	1852	1852	1503	1503	2	2	2	2	2	2	microbiological diagnostics unit	SRR14144442	ILLUMINA	Paired	_	SRX10513901	_	NA
SAL_HB2001AA	AUSMDU00014825	SRR14144443;ILLUMINA;Paired;;SRX10513900;;	SAL_HB2001AA	Human	Human	Homo sapiens	2018	NA	NA	NA	Oceania	Australia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Microbiological Diagnostics Unit	NA	PRJNA319593	SRP074391	SAMN18618950	SRS8637652	2021-04-06	2021-04-05	19	1	Typhimurium	ND	Assembled	78	225812	4886080	Salmonella enterica;98.0%	69	17192	4.1	Typhimurium	B	Typhimurium	4	326514	266584	266584	266584	1852	1852	1852	1503	1503	2	2	2	2	2	2	microbiological diagnostics unit	SRR14144443	ILLUMINA	Paired	_	SRX10513900	_	NA
SAL_HB2002AA	AUSMDU00013954	SRR14144444;ILLUMINA;Paired;;SRX10513899;;	SAL_HB2002AA	Human	Human	Homo sapiens	2018	NA	NA	NA	Oceania	Australia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Microbiological Diagnostics Unit	NA	PRJNA319593	SRP074391	SAMN18618949	SRS8637651	2021-04-06	2021-04-05	19	1	Typhimurium	ND	Assembled	117	152224	4881178	Salmonella enterica;98.33%	67	14687	4.1	Typhimurium	B	Typhimurium	4	326512	266595	266595	266584	1852	1852	1852	1503	1503	2	2	2	2	2	2	microbiological diagnostics unit	SRR14144444	ILLUMINA	Paired	_	SRX10513899	_	NA
SAL_HB2003AA	AUSMDU00013944	SRR14144445;ILLUMINA;Paired;;SRX10513898;;	SAL_HB2003AA	Human	Human	Homo sapiens	2018	NA	NA	NA	Oceania	Australia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Microbiological Diagnostics Unit	NA	PRJNA319593	SRP074391	SAMN18618948	SRS8637650	2021-04-06	2021-04-05	19	1	Typhimurium	ND	Assembled	60	106625	4880669	Salmonella enterica;98.68%	86	20734	4.1	Typhimurium	B	Typhimurium	4	326513	266596	266584	266584	1852	1852	1852	1503	1503	2	2	2	2	2	2	microbiological diagnostics unit	SRR14144445	ILLUMINA	Paired	_	SRX10513898	_	NA
SAL_HB2004AA	AUSMDU00014012	SRR14144446;ILLUMINA;Paired;;SRX10513897;;	SAL_HB2004AA	Human	Human	Homo sapiens	2018	NA	NA	NA	Oceania	Australia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Microbiological Diagnostics Unit	NA	PRJNA319593	SRP074391	SAMN18618947	SRS8637649	2021-04-06	2021-04-05	19	1	Typhimurium	ND	Assembled	95	164642	4886010	Salmonella enterica;98.57%	84	20756	4.1	Typhimurium	B	Typhimurium	4	326515	266597	266587	266584	1852	1852	1852	1503	1503	2	2	2	2	2	2	microbiological diagnostics unit	SRR14144446	ILLUMINA	Paired	_	SRX10513897	_	NA
SAL_HB2005AA	AUSMDU00014019	SRR14144447;ILLUMINA;Paired;;SRX10513896;;	SAL_HB2005AA	Human	Human	Homo sapiens	2018	NA	NA	NA	Oceania	Australia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Microbiological Diagnostics Unit	NA	PRJNA319593	SRP074391	SAMN18618946	SRS8637646	2021-04-06	2021-04-05	19	1	Typhimurium	ND	Assembled	94	185814	4886091	Salmonella enterica;98.28%	78	20002	4.1	Typhimurium	B	Typhimurium	4	326516	266598	266598	266584	1852	1852	1852	1503	1503	2	2	2	2	2	2	microbiological diagnostics unit	SRR14144447	ILLUMINA	Paired	_	SRX10513896	_	NA
SAL_HB2006AA	AUSMDU00013963	SRR14144448;ILLUMINA;Paired;;SRX10513895;;	SAL_HB2006AA	Human	Human	Homo sapiens	2018	NA	NA	NA	Oceania	Australia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Microbiological Diagnostics Unit	NA	PRJNA319593	SRP074391	SAMN18618945	SRS8637647	2021-04-06	2021-04-05	19	1	Typhimurium	ND	Assembled	84	109864	4884060	Salmonella enterica;98.53%	81	20015	4.1	Typhimurium	B	Typhimurium	4	326519	266584	266584	266584	1852	1852	1852	1503	1503	2	2	2	2	2	2	microbiological diagnostics unit	SRR14144448	ILLUMINA	Paired	_	SRX10513895	_	NA
SAL_HB2008AA	AUSMDU00013967	SRR14144450;ILLUMINA;Paired;;SRX10513893;;	SAL_HB2008AA	Human	Human	Homo sapiens	2018	NA	NA	NA	Oceania	Australia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Microbiological Diagnostics Unit	NA	PRJNA319593	SRP074391	SAMN18618944	SRS8637645	2021-04-06	2021-04-05	19	1	Typhimurium	ND	Assembled	77	172352	4880289	Salmonella enterica;98.31%	65	20597	4.1	Typhimurium	B	Typhimurium	4	326518	266584	266584	266584	1852	1852	1852	1503	1503	2	2	2	2	2	2	microbiological diagnostics unit	SRR14144450	ILLUMINA	Paired	_	SRX10513893	_	NA
SAL_HB2009AA	AUSMDU00013976	SRR14144451;ILLUMINA;Paired;;SRX10513892;;	SAL_HB2009AA	Human	Human	Homo sapiens	2018	NA	NA	NA	Oceania	Australia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Microbiological Diagnostics Unit	NA	PRJNA319593	SRP074391	SAMN18618943	SRS8637644	2021-04-06	2021-04-05	19	1	Typhimurium	ND	Assembled	75	152582	4964441	Salmonella enterica;95.59%	75	21531	4.1	Typhimurium	B	Typhimurium	4	326520	266600	266600	266600	1852	1852	1852	1503	1503	2	2	2	2	2	2	microbiological diagnostics unit	SRR14144451	ILLUMINA	Paired	_	SRX10513892	_	NA
SAL_HB2011AA	AUSMDU00013951	SRR14144453;ILLUMINA;Paired;;SRX10513890;;	SAL_HB2011AA	Human	Human	Homo sapiens	2018	NA	NA	NA	Oceania	Australia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Microbiological Diagnostics Unit	NA	PRJNA319593	SRP074391	SAMN18618941	SRS8637642	2021-04-06	2021-04-05	19	1	Typhimurium	ND	Assembled	75	167630	4882633	Salmonella enterica;98.63%	89	21168	4.1	Typhimurium	B	Typhimurium	4	326523	266584	266584	266584	1852	1852	1852	1503	1503	2	2	2	2	2	2	microbiological diagnostics unit	SRR14144453	ILLUMINA	Paired	_	SRX10513890	_	NA
SAL_HB2015AA	AUSMDU00013968	SRR14144457;ILLUMINA;Paired;;SRX10513886;;	SAL_HB2015AA	Human	Human	Homo sapiens	2018	NA	NA	NA	Oceania	Australia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Microbiological Diagnostics Unit	NA	PRJNA319593	SRP074391	SAMN18618937	SRS8637638	2021-04-06	2021-04-05	19	1	Typhimurium	ND	Assembled	126	185811	4877706	Salmonella enterica;98.31%	61	17202	4.1	Typhimurium	B	Typhimurium	4	326754	266783	266783	266584	1852	1852	1852	1503	1503	2	2	2	2	2	2	microbiological diagnostics unit	SRR14144457	ILLUMINA	Paired	_	SRX10513886	_	NA
SAL_HB2021AA	AUSMDU00013966	SRR14144463;ILLUMINA;Paired;;SRX10513880;;	SAL_HB2021AA	Human	Human	Homo sapiens	2018	NA	NA	NA	Oceania	Australia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Microbiological Diagnostics Unit	NA	PRJNA319593	SRP074391	SAMN18618933	SRS8637632	2021-04-06	2021-04-05	19	1	Typhimurium	ND	Assembled	81	256434	4885154	Salmonella enterica;98.22%	75	18495	4.1	Typhimurium	B	Typhimurium	4	326531	266584	266584	266584	1852	1852	1852	1503	1503	2	2	2	2	2	2	microbiological diagnostics unit	SRR14144463	ILLUMINA	Paired	_	SRX10513880	_	NA
SAL_HB2024AA	AUSMDU00014008	SRR14144466;ILLUMINA;Paired;;SRX10513877;;	SAL_HB2024AA	Human	Human	Homo sapiens	2018	NA	NA	NA	Oceania	Australia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Microbiological Diagnostics Unit	NA	PRJNA319593	SRP074391	SAMN18618930	SRS8637629	2021-04-06	2021-04-05	19	1	Typhimurium	ND	Assembled	123	191763	4886207	Salmonella enterica;98.21%	75	23656	4.1	Typhimurium	B	Typhimurium	4	326533	266584	266584	266584	1852	1852	1852	1503	1503	2	2	2	2	2	2	microbiological diagnostics unit	SRR14144466	ILLUMINA	Paired	_	SRX10513877	_	NA
SAL_HB2025AA	AUSMDU00014009	SRR14144467;ILLUMINA;Paired;;SRX10513876;;	SAL_HB2025AA	Human	Human	Homo sapiens	2018	NA	NA	NA	Oceania	Australia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Microbiological Diagnostics Unit	NA	PRJNA319593	SRP074391	SAMN18618929	SRS8637628	2021-04-06	2021-04-05	19	1	Typhimurium	ND	Assembled	150	217455	4886735	Salmonella enterica;98.46%	83	19401	4.1	Typhimurium	B	Typhimurium	4	326537	266584	266584	266584	1852	1852	1852	1503	1503	2	2	2	2	2	2	microbiological diagnostics unit	SRR14144467	ILLUMINA	Paired	_	SRX10513876	_	NA
SAL_HB2026AA	AUSMDU00013997	SRR14144468;ILLUMINA;Paired;;SRX10513875;;	SAL_HB2026AA	Human	Human	Homo sapiens	2018	NA	NA	NA	Oceania	Australia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Microbiological Diagnostics Unit	NA	PRJNA319593	SRP074391	SAMN18618928	SRS8637627	2021-04-06	2021-04-05	19	1	Typhimurium	ND	Assembled	77	167962	4980688	Salmonella enterica;97.02%	72	118147	4.1	Typhimurium	B	Typhimurium	4	326534	266584	266584	266584	1852	1852	1852	1503	1503	2	2	2	2	2	2	microbiological diagnostics unit	SRR14144468	ILLUMINA	Paired	_	SRX10513875	_	NA
SAL_HB2027AA	AUSMDU00013950	SRR14144469;ILLUMINA;Paired;;SRX10513874;;	SAL_HB2027AA	Human	Human	Homo sapiens	2018	NA	NA	NA	Oceania	Australia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Microbiological Diagnostics Unit	NA	PRJNA319593	SRP074391	SAMN18618927	SRS8637625	2021-04-06	2021-04-05	19	1	Typhimurium	ND	Assembled	64	132999	4878422	Salmonella enterica;98.77%	88	24492	4.1	Typhimurium	B	Typhimurium	4	326535	266584	266584	266584	1852	1852	1852	1503	1503	2	2	2	2	2	2	microbiological diagnostics unit	SRR14144469	ILLUMINA	Paired	_	SRX10513874	_	NA
SAL_HB2029AA	AUSMDU00013978	SRR14144471;ILLUMINA;Paired;;SRX10513872;;	SAL_HB2029AA	Human	Human	Homo sapiens	2018	NA	NA	NA	Oceania	Australia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Microbiological Diagnostics Unit	NA	PRJNA319593	SRP074391	SAMN18618925	SRS8637626	2021-04-06	2021-04-05	19	1	Typhimurium	ND	Assembled	107	129202	4935812	Salmonella enterica;97.5%	83	21683	4.1	Typhimurium	B	Typhimurium	4	326542	266584	266584	266584	1852	1852	1852	1503	1503	2	2	2	2	2	2	microbiological diagnostics unit	SRR14144471	ILLUMINA	Paired	_	SRX10513872	_	NA
SAL_HB2033AA	AUSMDU00013993	SRR14144475;ILLUMINA;Paired;;SRX10513868;;	SAL_HB2033AA	Human	Human	Homo sapiens	2018	NA	NA	NA	Oceania	Australia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Microbiological Diagnostics Unit	NA	PRJNA319593	SRP074391	SAMN18618922	SRS8637620	2021-04-06	2021-04-05	19	1	Typhimurium	ND	Assembled	115	150069	4879742	Salmonella enterica;98.57%	80	25757	4.1	Typhimurium	B	Typhimurium	4	326755	266784	266584	266584	1852	1852	1852	1503	1503	2	2	2	2	2	2	microbiological diagnostics unit	SRR14144475	ILLUMINA	Paired	_	SRX10513868	_	NA
SAL_HB2036AA	AUSMDU00013979	SRR14144478;ILLUMINA;Paired;;SRX10513865;;	SAL_HB2036AA	Human	Human	Homo sapiens	2018	NA	NA	NA	Oceania	Australia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Microbiological Diagnostics Unit	NA	PRJNA319593	SRP074391	SAMN18618919	SRS8637617	2021-04-06	2021-04-05	19	1	Typhimurium	ND	Assembled	77	102498	4880156	Salmonella enterica;98.67%	79	23715	4.1	Typhimurium	B	Typhimurium	4	326549	266612	266612	266584	1852	1852	1852	1503	1503	2	2	2	2	2	2	microbiological diagnostics unit	SRR14144478	ILLUMINA	Paired	_	SRX10513865	_	NA
SAL_HB2037AA	AUSMDU00013965	SRR14144479;ILLUMINA;Paired;;SRX10513864;;	SAL_HB2037AA	Human	Human	Homo sapiens	2018	NA	NA	NA	Oceania	Australia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Microbiological Diagnostics Unit	NA	PRJNA319593	SRP074391	SAMN18618918	SRS8637615	2021-04-06	2021-04-05	19	1	Typhimurium	ND	Assembled	64	172574	4878470	Salmonella enterica;98.36%	66	19765	4.1	Typhimurium	B	Typhimurium	4	326545	266597	266587	266584	1852	1852	1852	1503	1503	2	2	2	2	2	2	microbiological diagnostics unit	SRR14144479	ILLUMINA	Paired	_	SRX10513864	_	NA
SAL_HB2040AA	AUSMDU00013973	SRR14144482;ILLUMINA;Paired;;SRX10513861;;	SAL_HB2040AA	Human	Human	Homo sapiens	2018	NA	NA	NA	Oceania	Australia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Microbiological Diagnostics Unit	NA	PRJNA319593	SRP074391	SAMN18618915	SRS8637613	2021-04-06	2021-04-05	19	1	Typhimurium	ND	Assembled	75	81835	4877762	Salmonella enterica;98.99%	107	29828	4.1	Typhimurium	B	Typhimurium	4	326548	266584	266584	266584	1852	1852	1852	1503	1503	2	2	2	2	2	2	microbiological diagnostics unit	SRR14144482	ILLUMINA	Paired	_	SRX10513861	_	NA
SAL_HB2042AA	AUSMDU00014024	SRR14144484;ILLUMINA;Paired;;SRX10513859;;	SAL_HB2042AA	Human	Human	Homo sapiens	2018	NA	NA	NA	Oceania	Australia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Microbiological Diagnostics Unit	NA	PRJNA319593	SRP074391	SAMN18618914	SRS8637609	2021-04-06	2021-04-05	19	1	Typhimurium	ND	Assembled	156	279031	4886675	Salmonella enterica;98.31%	76	16909	4.1	Typhimurium	B	Typhimurium	4	326551	266584	266584	266584	1852	1852	1852	1503	1503	2	2	2	2	2	2	microbiological diagnostics unit	SRR14144484	ILLUMINA	Paired	_	SRX10513859	_	NA
SAL_HB2043AA	AUSMDU00014004	SRR14144485;ILLUMINA;Paired;;SRX10513858;;	SAL_HB2043AA	Human	Human	Homo sapiens	2018	NA	NA	NA	Oceania	Australia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Microbiological Diagnostics Unit	NA	PRJNA319593	SRP074391	SAMN18618913	SRS8637610	2021-04-06	2021-04-05	19	1	Typhimurium	ND	Assembled	83	172631	4879411	Salmonella enterica;98.36%	63	18160	4.1	Typhimurium	B	Typhimurium	4	326554	266584	266584	266584	1852	1852	1852	1503	1503	2	2	2	2	2	2	microbiological diagnostics unit	SRR14144485	ILLUMINA	Paired	_	SRX10513858	_	NA
SAL_HB2047AA	AUSMDU00013961	SRR14144489;ILLUMINA;Paired;;SRX10513854;;	SAL_HB2047AA	Human	Human	Homo sapiens	2018	NA	NA	NA	Oceania	Australia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Microbiological Diagnostics Unit	NA	PRJNA319593	SRP074391	SAMN18618909	SRS8637607	2021-04-06	2021-04-05	19	1	Typhimurium	ND	Assembled	68	96381	4880945	Salmonella enterica;98.85%	95	19740	4.1	Typhimurium	B	Typhimurium	4	326559	266617	266617	266584	1852	1852	1852	1503	1503	2	2	2	2	2	2	microbiological diagnostics unit	SRR14144489	ILLUMINA	Paired	_	SRX10513854	_	NA
SAL_HB2048AA	AUSMDU00013982	SRR14144490;ILLUMINA;Paired;;SRX10513853;;	SAL_HB2048AA	Human	Human	Homo sapiens	2018	NA	NA	NA	Oceania	Australia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Microbiological Diagnostics Unit	NA	PRJNA319593	SRP074391	SAMN18618908	SRS8637605	2021-04-06	2021-04-05	19	1	Typhimurium	ND	Assembled	76	192335	4878987	Salmonella enterica;98.28%	63	19566	4.1	Typhimurium	B	Typhimurium	4	326556	266584	266584	266584	1852	1852	1852	1503	1503	2	2	2	2	2	2	microbiological diagnostics unit	SRR14144490	ILLUMINA	Paired	_	SRX10513853	_	NA
SAL_HB2049AA	AUSMDU00013996	SRR14144491;ILLUMINA;Paired;;SRX10513852;;	SAL_HB2049AA	Human	Human	Homo sapiens	2018	NA	NA	NA	Oceania	Australia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Microbiological Diagnostics Unit	NA	PRJNA319593	SRP074391	SAMN18618907	SRS8637604	2021-04-06	2021-04-05	19	1	Typhimurium	ND	Assembled	77	192289	4883182	Salmonella enterica;98.73%	90	19546	4.1	Typhimurium	B	Typhimurium	4	326557	266584	266584	266584	1852	1852	1852	1503	1503	2	2	2	2	2	2	microbiological diagnostics unit	SRR14144491	ILLUMINA	Paired	_	SRX10513852	_	NA
SAL_HB2050AA	AUSMDU00016298	SRR14144492;ILLUMINA;Paired;;SRX10513851;;	SAL_HB2050AA	Human	Human	Homo sapiens	2018	NA	NA	NA	Oceania	Australia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Microbiological Diagnostics Unit	NA	PRJNA319593	SRP074391	SAMN18618906	SRS8637603	2021-04-06	2021-04-05	19	1	Typhimurium	ND	Assembled	188	225812	4891222	Salmonella enterica;96.15%	68	29950	4.1	Typhimurium	B	Typhimurium	4	326756	266787	266787	266787	244839	244839	170232	170232	1503	2	2	2	2	2	2	microbiological diagnostics unit	SRR14144492	ILLUMINA	Paired	_	SRX10513851	_	NA
