snp-dists 0.6.3,SIML_2017_04,MD_7_B2,MD_6_A8,MD_6_D11,SG19_233_Sal,ISLHD_2017_16_S87,ISLHD_2018_16_S105,MD_6_G10,SIML_2019_06,ISLHD_2018_17_S106,MD_6_F10,ISLHD_2019_20,ISLHD_2018_4_S93,ISLHD_2017_12_S83,ISLHD_2017_1_S76,Seagull_18_220_S109,SG19_238_Sal,Seagull_18_206_S47,MD_6_G9,ISLHD_2019_14,SIML_2017_07,ISLHD_2018_11_S100,MD_6_G11,SIML_2017_21,SIML_2019_14,ISLHD_2017_10_S81,MD_7_D2,MD_7_F2,ISLHD_2017_6_S119,ISLHD_2018_2_S91,MD_6_A11,SIML_2017_16,Seagull_18_255_S68,MD_6_E8,Seagull_18_163_1_S37,Seagull_18_172_S40,ISLHD_2019_17,W_1_D11,MD_7_G1,SG19_397_Sal,SG19_084_Sal,ISLHD_2019_30,W_1_F11,SIML_2017_13,SG19_284_Sal,ISLHD_2018_15_S104,ISLHD_2019_09,W_1_C11,SG19_288_Sal,MD_6_H10,MD_7_H2,ISLHD_2019_06,W_1_H11,MD_6_D9,SG19_182_Sal,SG19_298_Sal,SIML_2017_24,ISLHD_2019_27,SIML_2017_17,MD_6_H8,ISLHD_2017_14_S85,ISLHD_2019_15,MD_6_C10,SIML_2017_22,MD_6_B9,SIML_2017_18,ISLHD_2017_9_S80,ISLHD_2019_29,MD_6_C9,ISLHD_2019_28,SG19_380_Sal,MD_6_C12,MD_6_H11,SIML_2019_09,MD_6_F12,ISLHD_2018_5_S94,SG19_334_Sal,ISLHD_2019_03,MD_7_A2,Seagull_18_96_1_S14,ISLHD_2017_11_S82,MD_7_A1,ISLHD_2019_22,Seagull_18_124_1_S26,SIML_2019_04,ISLHD_2019_19,SIML_2017_02,SIML_2017_10,SG19_269_Sal,ISLHD_2018_6_S95,ISLHD_2017_8_S79,ISLHD_2017_2_S116,ISLHD_2017_18_S89,SIML_2017_08,W_1_B11,SIML_2019_11,SIML_2017_01,ISLHD_2017_7_S78,SIML_2019_15,MD_6_H9,SG19_171_Sal,MD_6_A9,SIML_2017_05,MD_7_G2,Seagull_18_240_1_S58,ISLHD_2019_18,MD_7_F1,ISLHD_2019_16,ISLHD_2019_10,ISLHD_2019_08,Seagull_18_132_1_S29,ISLHD_2018_10_S99,SIML_2019_13,W_1_G11,Seagull_18_90_1_S9,ISLHD_2017_15_S86,ISLHD_2019_23,ISLHD_2018_3_S92,SG19_400_Sal,SG19_116_05_E_coli,ISLHD_2017_3_S117,MD_6_B12,ISLHD_2018_12_S101,MD_6_B8,Seagull_18_165_S107,MD_6_A12,MD_6_E12,MD_6_B10,ISLHD_2018_9_S98,MD_6_F9,ISLHD_2019_01,ISLHD_2019_11,MD_7_A3,ISLHD_2017_17_S88,SIML_2019_07,ISLHD_2019_12,ISLHD_2018_8_S97,MD_6_C8,MD_6_E11,W_1_E11,SIML_2019_08,ISLHD_2017_5_S77,MD_6_D8,ISLHD_2019_13,MD_7_C2,MD_7_C1,MD_7_E2,MD_6_D12,MD_6_E9,MD_6_E10,ISLHD_2017_13_S84,SIML_2017_23,ISLHD_2019_07,SG19_116_Sal,SIML_2017_14,SIML_2019_03,ISLHD_2019_24,ISLHD_2018_7_S96,SIML_2019_10,SIML_2019_12,SIML_2017_06,SG19_292_Sal,ISLHD_2019_21,SIML_2017_15,SG19_327_Sal,ISLHD_2017_4_S118,SIML_2017_09,SIML_2017_03,MD_6_C11,Seagull_18_100_1_S16,ISLHD_2019_05,ISLHD_2019_04,SIML_2017_11,ISLHD_2018_13_S102,Seagull_18_117_1_S21,ISLHD_2019_02,MD_6_F8,ISLHD_2019_25,SIML_2017_19,ISLHD_2018_14_S103,MD_6_H7,MD_6_G8,MD_6_F11,SIML_2019_05,MD_6_B11,MD_7_B1,Seagull_18_190_1_S42,SIML_2019_02,ISLHD_2018_1_S90,MD_7_D1,ISLHD_2019_26
MD_7_C1,14610,116,164,164,27758,488,179,163,26287,32438,115,28521,28398,28119,27413,617,1216,617,164,57,28397,462,39475,39082,28663,33857,1,32454,30002,27121,164,28363,617,14585,618,618,33730,33736,32453,33072,28547,28672,33731,33712,29890,523,33736,26834,28553,31852,28669,171,32436,39072,27884,33747,33640,28663,55,35803,28619,72,117,413,49,168,168,27108,39072,415,483,117,164,28401,28660,26334,27762,28119,165,28203,489,164,39083,38949,28397,39586,29928,27037,39794,27435,39123,28524,370,39712,29951,8440,28363,27044,28115,28589,283,163,421,29929,618,28115,167,32437,27095,14612,30115,481,416,26273,617,28401,28114,376,483,27758,527,52,32441,115,618,26925,28660,116,171,32440,29934,32440,32523,28114,39485,33715,14597,14603,116,26835,543,28117,115,33732,164,0,35803,32453,26928,35804,28115,461,39712,27758,33341,130313,27654,474,28401,28387,180,33073,483,28397,33672,39347,27151,411,411,426,29927,29883,32481,33683,617,409,26293,27539,171,28109,14603,163,36223,483,163,33677,503,28543,409,28660,28216
MD_7_E2,35839,35689,35681,35681,35484,35621,35689,35681,35517,35963,35688,36359,35592,35885,35769,35927,36944,35927,35682,35791,35591,35604,42134,41628,37119,37291,35802,36812,35872,35792,35682,35560,35927,35822,35928,35928,37294,37302,36811,36680,37230,37128,37295,37288,35779,35649,37302,36193,37237,36608,37125,35677,35961,41710,35521,37314,36834,37119,35801,0,36455,35810,35690,35690,35795,35686,35684,35785,41710,35736,35619,35688,35682,35593,37116,35870,35488,35875,35683,35965,35620,35682,41725,41469,35590,41100,35796,35939,41281,36012,41775,36360,35738,41504,35473,36104,35560,35946,35881,36425,35701,35681,35742,35797,35928,35881,35685,35962,35817,35841,34664,35618,35737,35664,35927,35598,35877,35734,35619,35484,35620,35798,35966,35688,35928,36215,37116,35689,35689,35965,35802,35965,36879,35880,41622,37291,35826,35831,35689,36194,35636,35884,35688,37298,35682,35803,0,36811,36218,1,35881,35603,41504,35484,37424,131105,36184,35614,35593,35581,35686,36681,35618,35591,37103,41433,35825,35688,35694,35747,35795,35772,36839,37116,35927,35688,35688,36297,35689,35875,35831,35681,450,35620,35681,37109,36041,36385,35688,37116,36351
MD_6_D12,32366,32567,32560,32560,33171,32504,32569,32559,32979,28939,32566,34153,32681,32171,34054,32809,33594,32809,32560,32443,32680,32479,37624,37506,33102,30394,32452,3,31960,32662,32560,32645,32809,32351,32810,32810,28418,28426,2,28128,32987,33109,28419,28412,31950,32530,28426,33583,32994,28856,33108,32557,28937,37303,33605,28436,28485,33102,32451,36811,34248,32462,32568,32577,32445,32564,32564,32650,37303,32390,32498,32566,32560,32684,33099,33150,33175,32161,32561,32935,32503,32560,37317,37170,32680,37624,31885,32574,36979,32803,37364,34156,32387,37061,34025,32402,32645,32581,32167,34218,32582,32559,32396,31886,32810,32167,32563,28938,32949,32368,34039,32496,32391,32430,32809,32687,32162,32389,32498,33171,32502,32448,28942,32566,32810,32737,33099,32567,32567,28941,31891,28941,71,32166,37458,28415,32353,32357,32567,33584,32518,32170,32566,28422,32560,32453,36811,0,32740,36812,32167,32478,37061,33171,29114,130266,33175,32491,32684,32670,32566,28129,32495,32680,30202,37693,32688,32575,32575,32401,31884,31943,115,30215,32809,32573,32450,33060,32567,32161,32357,32559,37222,32498,32559,30207,32695,34177,32573,33099,33337
MD_6_E9,26533,26814,26809,26809,24420,26751,26818,26808,26949,32740,26813,28626,28722,28318,28299,27057,28071,27057,26809,26920,28721,26727,39572,39404,29424,34118,26927,32741,29729,27987,26809,28685,27057,26510,27058,27058,33974,33980,32740,33198,29536,29433,33975,33956,29647,26784,33980,27492,29544,32256,29430,26806,32738,39386,27780,33990,34189,29425,26926,36218,28715,26937,26815,26824,26922,26813,26813,27978,39386,26863,26747,26813,26809,28725,29421,27437,24424,28318,26810,28555,26752,26809,39397,39159,28721,39896,29655,28131,40060,28258,39438,28629,26862,40221,30018,26874,28685,28140,28314,28685,26834,26808,26869,29656,27058,28314,26812,32739,28177,26537,30307,26745,26862,27079,27057,28725,28310,26867,26747,24420,26747,26925,32743,26813,27058,11,29421,26814,26814,32742,29661,32742,32804,28313,39708,33959,26522,26528,26814,27493,26761,28319,26813,33976,26809,26928,36218,32740,0,36219,28314,26726,40221,24420,33700,130587,27808,26741,28725,28711,26815,33199,26749,28719,33927,39638,28017,26822,26822,26874,29654,29640,32768,33938,27057,26820,27100,27921,26816,28308,26528,26808,36636,26745,26808,33933,27171,28648,26820,29421,28564
MD_6_E10,35840,35690,35682,35682,35485,35622,35690,35682,35518,35964,35689,36360,35593,35886,35770,35928,36945,35928,35683,35792,35592,35605,42135,41629,37120,37292,35803,36813,35873,35793,35683,35561,35928,35823,35929,35929,37295,37303,36812,36681,37231,37129,37296,37289,35780,35650,37303,36194,37238,36609,37126,35678,35962,41711,35522,37315,36835,37120,35802,1,36456,35811,35691,35691,35796,35687,35685,35786,41711,35737,35620,35689,35683,35594,37117,35871,35489,35876,35684,35966,35621,35683,41726,41470,35591,41101,35797,35940,41282,36013,41776,36361,35739,41505,35474,36105,35561,35947,35882,36426,35702,35682,35743,35798,35929,35882,35686,35963,35818,35842,34665,35619,35738,35665,35928,35599,35878,35735,35620,35485,35621,35799,35967,35689,35929,36216,37117,35690,35690,35966,35803,35966,36880,35881,41623,37292,35827,35832,35690,36195,35637,35885,35689,37299,35683,35804,1,36812,36219,0,35882,35604,41505,35485,37425,131106,36185,35615,35594,35582,35687,36682,35619,35592,37104,41434,35826,35689,35695,35748,35796,35773,36840,37117,35928,35689,35689,36298,35690,35876,35832,35682,451,35621,35682,37110,36042,36386,35689,37117,36352
ISLHD_2017_13_S84,27811,28001,27994,27994,28676,27934,28001,27993,28775,32166,28000,30004,29376,4,29132,28242,29260,28242,27994,28103,29375,27911,39229,38765,30240,33422,28114,32168,30012,28112,27994,29336,28242,27786,28243,28243,33595,33601,32167,33223,30353,30249,33596,33577,29935,27966,33601,28196,30362,32011,30246,27989,32164,39170,29178,33613,33589,30240,28113,35881,30096,28122,28002,28006,28107,27998,27998,28099,39170,28047,27929,28000,27994,29379,30237,27900,28680,28,27995,29693,27935,27994,39181,39087,29375,39683,29940,28252,39625,28706,39219,30007,28044,39621,30308,27922,29336,28261,6,30066,28017,27993,28053,29941,28243,0,27997,32165,29160,27813,30742,27927,28048,27997,28242,29381,209,28047,27929,28676,27931,28110,32169,28000,28243,28311,30237,28001,28001,32168,29946,32168,32235,5,39299,33580,27798,27803,28001,28197,27947,11,28000,33597,27994,28115,35881,32167,28314,35882,0,27910,39621,28676,33636,130373,28143,27921,29379,29365,27998,33224,27929,29375,33231,39840,28138,28004,28002,28058,29939,29928,32196,33242,28242,28002,28022,28256,28001,92,27803,27993,36300,27929,27993,33236,28356,30028,28002,30237,29694
SIML_2017_23,14406,347,339,339,27544,223,346,338,26082,32233,346,28319,28195,27914,27218,592,1619,592,339,448,28194,1,39503,38881,28462,33660,460,32479,29804,26922,339,28160,592,14381,593,593,33753,33759,32478,32867,28574,28471,33754,33735,29692,318,33759,26854,28580,31877,28468,334,32231,38874,27681,33770,33663,28462,458,35603,28417,467,348,356,452,343,343,26909,38874,438,218,346,339,28198,28459,26135,27548,27914,340,27998,224,339,38885,38750,28194,39385,29730,27066,39823,27458,38925,28322,155,39734,29978,8463,28160,27073,27910,28387,362,338,444,29731,593,27910,342,32232,26891,14408,29917,216,439,26066,592,28198,27909,339,218,27544,322,455,32236,346,593,26723,28459,347,346,32235,29736,32235,32548,27909,39287,33738,14393,14399,347,26855,338,27912,346,33755,339,461,35603,32478,26726,35604,27910,0,39734,27544,33134,130332,27458,51,28198,28184,343,32868,218,28194,33475,39146,26952,354,354,449,29729,29685,32506,33486,592,352,26086,27571,346,27904,14399,338,36023,218,338,33480,706,28341,352,28459,28006
ISLHD_2019_07,39862,39826,39818,39818,40325,39761,39826,39818,39825,37458,39825,40344,40264,39625,39460,40059,40857,40059,39819,39698,40264,39735,24039,23397,39362,37543,39711,37062,38566,40213,39819,40234,40059,39851,40060,40060,38521,38529,37061,37530,39246,39369,38522,38515,38551,39786,38529,39317,39254,37563,39368,39814,37456,24364,40670,38539,38310,39362,39706,41504,40443,39717,39827,39832,39704,39823,39823,40199,24364,39648,39754,39825,39819,40267,39359,39750,40329,39615,39820,39598,39762,39819,24381,23732,40265,25036,38493,40125,15456,39798,24427,40347,39644,2,40022,40083,40234,40132,39621,40413,39838,39818,39654,38494,40060,39621,39822,37457,40366,39866,40077,39752,39647,39931,40059,40271,39617,39648,39754,40325,39760,39707,37461,39825,40060,40218,39359,39826,39826,37460,38499,37460,37131,39620,24544,38518,39853,39859,39826,39318,39776,39624,39825,38525,39819,39712,41504,37061,40221,41505,39621,39734,0,40325,37118,130363,39910,39746,40267,40255,39823,37531,39756,40265,37352,22448,40239,39830,39832,39659,38492,38544,37086,37365,40059,39828,39957,39795,39826,39617,39859,39818,41921,39752,39818,37358,39945,40365,39828,39359,40093
SG19_116_Sal,27188,27644,27635,27635,0,27574,27643,27635,27747,32734,27643,28971,29166,28680,29200,27882,28890,27882,27636,27745,29165,27545,39933,39407,30028,34612,27757,33172,30122,28306,27636,29131,27882,27173,27883,27883,34389,34395,33171,33488,30140,30037,34390,34381,30018,27597,34395,28394,30148,32584,30034,27631,32732,39280,28867,34405,34520,30028,27753,35484,29064,27762,27645,27648,27749,27640,27640,28296,39280,27685,27569,27643,27636,29169,30025,28241,4,28670,27637,29012,27575,27636,39289,39098,29165,39614,30049,28449,40231,28417,39340,28974,27681,40325,28824,27849,29131,28458,28676,29034,27659,27635,27691,30050,27883,28676,27639,32733,28622,27190,30038,27567,27684,27613,27882,29170,28672,27689,27569,0,27569,27752,32737,27643,27883,24417,30025,27644,27643,32736,30055,32736,33240,28675,39618,34384,27175,27181,27644,28395,27583,28681,27643,34391,27636,27758,35484,33171,24420,35485,28676,27544,40325,0,33801,130283,28166,27559,29169,29155,27640,33489,27569,29165,34421,39695,28335,27646,27646,27696,30048,30011,33200,34432,27882,27644,27638,28279,27643,28670,27181,27635,35906,27567,27635,34427,27996,28993,27644,30025,28975
SIML_2017_14,33305,33227,33220,33220,33801,33160,33227,33219,33791,30832,33226,35281,34324,33640,35258,33468,34486,33468,33220,33329,34323,33135,37048,36130,33774,28401,33340,29115,32312,33657,33220,34292,33468,33294,33469,33469,31375,31383,29114,28673,33886,33783,31376,31369,32304,33188,31383,34421,33894,30454,33780,33215,30830,36182,34398,31393,31634,33774,33337,37424,35376,33346,33228,33237,33333,33224,33224,33647,36182,33278,33157,33226,33220,34328,33771,34421,33805,33630,33221,33235,33161,33220,36197,35815,34323,36671,32237,33798,37012,33529,36245,35284,33273,37118,35013,33662,34292,33807,33636,35344,33239,33219,33284,32238,33469,33636,33223,30831,34684,33309,34016,33155,33277,33222,33468,34331,33632,33276,33157,33801,33162,33336,30835,33226,33469,33697,33771,33227,33226,30834,32243,30834,29183,33635,36630,31372,33296,33300,33227,34422,33178,33639,33226,31379,33220,33341,37424,29114,33700,37425,33636,33134,37118,33801,0,130302,34170,33149,34328,34312,33224,28674,33157,34323,28207,36223,33684,33235,33235,33289,32236,32299,29144,28220,33468,33233,33247,34283,33227,33630,33300,33219,37840,33155,33219,28213,33582,35304,33233,33771,34762
SIML_2019_03,130377,130424,130417,130417,130283,130355,130426,130417,130620,130492,130423,130641,130546,130377,130154,130646,131387,130646,130418,130297,130549,130333,130123,129710,130969,129989,130312,130267,130538,130675,130418,130506,130646,130355,130647,130647,130930,130939,130266,130453,130856,130975,130931,130920,130509,130392,130939,130385,130864,130106,130977,130410,130490,130273,130617,130952,130739,130968,130309,131105,130738,130322,130425,130422,130306,130422,130421,130669,130273,130219,130349,130423,130418,130553,130966,130570,130287,130375,130419,130422,130354,130418,130278,130197,130545,129928,130469,130590,130223,130380,130321,130642,130241,130363,130527,130407,130508,130597,130373,130705,130439,130417,130224,130470,130647,130373,130420,130491,130918,130379,130155,130347,130220,130690,130646,130552,130365,130243,130349,130283,130327,130309,130495,130423,130647,130584,130966,130424,130423,130494,130475,130494,130328,130372,130665,130923,130367,130370,130424,130386,130343,130376,130423,130937,130418,130313,131105,130266,130587,131106,130373,130332,130363,130283,130302,0,130554,130343,130553,130537,130418,130454,130351,130544,129818,130626,130701,130420,130421,130230,130468,130502,130287,129827,130646,130420,130721,130442,130422,130369,130370,130417,131489,130349,130417,129823,130535,130663,130420,130966,131526
ISLHD_2019_24,27357,27540,27537,27537,28166,27485,27546,27536,27793,33058,27539,29587,29237,28147,28201,27788,28795,27788,27537,27648,29236,27459,39768,39127,29130,34080,27653,33176,29965,27286,27537,29194,27788,27344,27789,27789,34550,34558,33175,33405,29243,29137,34551,34544,29893,27510,34558,28096,29252,32894,29136,27534,33056,39245,28518,34570,34317,29130,27654,36184,29682,27665,27541,27556,27650,27541,27541,27277,39245,27603,27479,27539,27537,29240,29127,27223,28170,28137,27538,28915,27486,27537,39255,39298,29234,39968,29892,27432,39777,28602,39305,29590,27592,39910,29968,27482,29194,27439,28143,29650,27564,27536,27609,29893,27789,28143,27540,33057,28405,27361,30830,27478,27602,27500,27788,29242,28138,27600,27479,28166,27487,27653,33061,27539,27789,27805,29127,27540,27544,33060,29898,33060,33244,28142,39886,34547,27346,27350,27540,28097,27501,28146,27539,34554,27537,27654,36184,33175,27808,36185,28143,27458,39910,28166,34170,130554,0,27469,29240,29226,27543,33406,27480,29236,33887,39797,27318,27554,27554,27614,29891,29886,33204,33898,27788,27552,27522,115,27544,28137,27350,27536,36607,27478,27536,33893,27902,29609,27552,29127,29401
ISLHD_2018_7_S96,14419,360,352,352,27559,236,359,351,26093,32248,359,28330,28209,27925,27229,605,1632,605,352,461,28208,52,39516,38892,28474,33671,473,32492,29815,26933,352,28174,605,14394,606,606,33767,33773,32491,32881,28586,28483,33768,33749,29703,331,33773,26867,28592,31892,28480,347,32246,38886,27694,33784,33676,28474,471,35614,28428,480,361,369,465,356,356,26920,38886,451,231,359,352,28212,28471,26146,27563,27925,353,28011,237,352,38897,38762,28208,39397,29741,27077,39835,27473,38937,28333,188,39746,29991,8476,28174,27084,27921,28398,375,351,457,29742,606,27921,355,32247,26904,14421,29930,229,452,26078,605,28212,27920,352,231,27559,335,468,32251,359,606,26738,28471,360,359,32250,29747,32250,32561,27920,39300,33752,14406,14412,360,26868,351,27923,359,33769,352,474,35614,32491,26741,35615,27921,51,39746,27559,33149,130343,27469,0,28212,28198,356,32882,231,28208,33486,39157,26963,367,367,462,29740,29696,32519,33497,605,365,26098,27582,359,27915,14412,351,36034,231,351,33491,719,28352,365,28471,28024
SIML_2019_10,27679,28287,28283,28283,29169,28223,28290,28282,28887,32628,28286,29491,79,29383,28887,28528,29547,28528,28283,28392,92,28199,40304,40177,31073,33687,28400,32685,30740,29043,28283,297,28528,27667,28529,28529,33131,33137,32684,33462,31186,31080,33132,33123,30639,28251,33137,28660,31191,32951,31079,28278,32626,39611,28334,33146,33136,31073,28402,35593,29588,28411,28288,28302,28396,28287,28286,29033,39611,28341,28218,28286,28283,0,31070,28675,29173,29374,28284,28828,28224,28283,39624,39942,78,39011,30665,29184,40037,28899,39671,29494,28333,40267,31600,27999,295,29193,29379,29556,28307,28282,28347,30666,28529,29379,28286,32627,29005,27684,31182,28216,28342,28045,28528,85,29378,28336,28218,29169,28225,28399,32631,28286,28529,28722,31070,28287,28289,32630,30671,32630,32755,29378,40053,33126,27669,27675,28287,28661,28241,29382,28286,33133,28283,28401,35593,32684,28725,35594,29379,28198,40267,29169,34328,130553,29240,28212,0,82,28285,33463,28220,78,33497,40401,29070,28300,28300,28352,30664,30632,32715,33508,28528,28298,28067,29353,28290,29375,27675,28282,36012,28218,28282,33502,28642,29514,28298,31070,24178
SIML_2019_12,27665,28273,28269,28269,29155,28209,28276,28268,28873,32616,28272,29477,78,29369,28873,28514,29533,28514,28269,28378,77,28185,40290,40163,31059,33673,28386,32671,30726,29031,28269,283,28514,27653,28515,28515,33117,33123,32670,33448,31172,31066,33118,33109,30625,28237,33123,28646,31177,32939,31065,28264,32614,39597,28320,33132,33126,31059,28388,35581,29574,28397,28274,28288,28382,28273,28272,29021,39597,28327,28204,28272,28269,82,31056,28661,29159,29360,28270,28814,28210,28269,39610,39928,77,38999,30651,29172,40025,28885,39657,29480,28319,40255,31586,27985,281,29181,29365,29542,28293,28268,28333,30652,28515,29365,28272,32615,28993,27670,31168,28202,28328,28031,28514,85,29364,28322,28204,29155,28211,28385,32619,28272,28515,28708,31056,28273,28275,32618,30657,32618,32741,29364,40041,33112,27655,27661,28273,28647,28227,29368,28272,33119,28269,28387,35581,32670,28711,35582,29365,28184,40255,29155,34312,130537,29226,28198,82,0,28271,33449,28206,77,33483,40389,29058,28286,28286,28338,30650,30618,32701,33494,28514,28284,28053,29339,28276,29361,27661,28268,36000,28204,28268,33488,28628,29500,28284,31056,24162
SIML_2017_06,14494,66,58,58,27640,370,65,57,26171,32321,65,28407,28282,28002,27300,499,1338,499,58,159,28281,344,39584,38965,28546,33742,179,32567,29888,27008,58,28247,499,14469,500,500,33840,33846,32566,32955,28658,28555,33841,33822,29776,405,33846,26944,28664,31965,28552,45,32319,38952,27771,33857,33751,28546,177,35686,28505,186,67,295,171,62,62,26995,38952,525,365,65,58,28285,28543,26221,27644,28002,59,28085,371,58,38963,38831,28281,39468,29814,27152,39905,27547,39003,28410,480,39823,30066,8550,28247,27159,27998,28475,165,57,531,29815,500,27998,61,32320,26979,14496,30001,363,526,26156,499,28285,27997,486,365,27640,409,174,32324,65,500,26812,28543,66,65,32323,29820,32323,32636,27997,39368,33825,14481,14487,66,26945,425,28000,65,33842,58,180,35686,32566,26815,35687,27998,343,39823,27640,33224,130418,27543,356,28285,28271,0,32956,365,28281,33557,39230,27038,293,293,536,29813,29769,32594,33568,499,291,26176,27656,65,27992,14487,57,36106,365,57,33562,613,28429,291,28543,28099
SG19_292_Sal,32740,32959,32952,32952,33489,32891,32959,32951,33030,29646,32958,34897,33460,33228,34591,33197,34213,33197,32952,33061,33459,32869,37741,37129,33534,28196,33072,28130,32186,33139,32952,33427,33197,32727,33198,33198,30075,30085,28129,1,33646,33543,30076,30071,32164,32918,30085,33750,33654,29876,33540,32947,29644,37138,34011,30095,30296,33533,33071,36681,34996,33080,32960,32966,33065,32956,32954,33127,37138,33009,32889,32958,32952,33463,33531,33993,33493,33218,32953,33196,32892,32952,37148,36883,33459,37526,32113,33279,37337,33082,37201,34900,33003,37531,34658,33286,33427,33286,33224,34965,32975,32951,33015,32114,33198,33224,32955,29645,33316,32744,33913,32887,33010,32967,33197,33466,33224,33004,32889,33489,32893,33068,29649,32958,33198,33196,33531,32959,32959,29648,32119,29648,28197,33223,37582,30074,32729,32732,32959,33751,32909,33227,32958,30081,32952,33073,36681,28129,33199,36682,33224,32868,37531,33489,28674,130454,33406,32882,33463,33449,32956,0,32890,33459,28006,37390,33165,32964,32964,33020,32112,32157,28157,28019,33197,32962,32991,33519,32959,33218,32732,32951,37099,32889,32951,28012,33311,34923,32962,33531,33692
ISLHD_2019_21,14428,369,361,361,27569,53,368,360,26104,32254,368,28338,28217,27933,27237,614,1641,614,361,470,28216,219,39522,38898,28484,33680,482,32496,29825,26935,361,28182,614,14403,615,615,33773,33779,32495,32889,28596,28493,33774,33755,29713,340,33779,26876,28602,31899,28490,356,32252,38896,27703,33790,33682,28484,480,35618,28434,489,370,376,474,365,365,26922,38896,460,48,368,361,28220,28481,26154,27573,27933,362,28022,54,361,38907,38770,28216,39405,29751,27079,39843,27480,38947,28341,355,39756,30001,8483,28182,27086,27929,28406,384,360,466,29752,615,27929,364,32253,26913,14430,29938,46,461,26084,614,28220,27928,169,48,27569,344,477,32257,368,615,26746,28481,369,368,32256,29757,32256,32565,27928,39308,33758,14415,14421,369,26877,360,27931,368,33775,361,483,35618,32495,26749,35619,27929,218,39756,27569,33157,130351,27480,231,28220,28206,365,32890,0,28216,33495,39165,26965,374,374,471,29750,29706,32523,33506,614,372,26104,27593,368,27923,14421,360,36038,48,360,33500,728,28360,372,28481,28028
SIML_2017_15,27675,28283,28279,28279,29165,28219,28286,28278,28883,32626,28282,29487,55,29379,28883,28524,29543,28524,28279,28388,86,28195,40300,40173,31069,33683,28396,32681,30736,29041,28279,293,28524,27663,28525,28525,33127,33133,32680,33458,31182,31076,33128,33119,30635,28247,33133,28656,31187,32949,31075,28274,32624,39607,28330,33142,33134,31069,28398,35591,29584,28407,28284,28298,28392,28283,28282,29031,39607,28337,28214,28282,28279,78,31066,28671,29169,29370,28280,28824,28220,28279,39620,39938,54,39009,30661,29182,40035,28895,39667,29490,28329,40265,31596,27995,291,29191,29375,29552,28303,28278,28343,30662,28525,29375,28282,32625,29003,27680,31178,28212,28338,28041,28524,67,29374,28332,28214,29165,28221,28395,32629,28282,28525,28716,31066,28283,28285,32628,30667,32628,32751,29374,40051,33122,27665,27671,28283,28657,28237,29378,28282,33129,28279,28397,35591,32680,28719,35592,29375,28194,40265,29165,34323,130544,29236,28208,78,77,28281,33459,28216,0,33493,40399,29068,28296,28296,28348,30660,30628,32711,33504,28524,28294,28063,29349,28286,29371,27671,28278,36010,28214,28278,33498,28638,29510,28294,31066,24174
SG19_327_Sal,33593,33558,33553,33553,34421,33502,33560,33552,33913,31510,33557,34497,33494,33235,33911,33792,34813,33792,33553,33662,33493,33476,37127,36651,34043,233,33671,30203,32124,34128,33553,33457,33792,33580,33793,33793,30649,30657,30202,28005,34155,34050,30650,30643,32094,33522,30657,34034,34163,30859,34049,33548,31508,36874,33351,30668,30530,34044,33670,37103,34588,33679,33559,33569,33666,33557,33557,34114,36874,33611,33497,33557,33553,33497,34040,34064,34425,33225,33554,33792,33503,33553,36887,36556,33493,36485,32048,34269,37267,33898,36936,34500,33607,37352,34684,33632,33457,34276,33231,34558,33573,33552,33617,32049,33793,33231,33556,31509,35154,33597,34203,33495,33610,33498,33792,33500,33232,33615,33497,34421,33495,33669,31513,33557,33793,33924,34040,33558,33560,31512,32054,31512,30268,33230,37568,30646,33582,33586,33558,34035,33511,33234,33557,30653,33553,33672,37103,30202,33927,37104,33231,33475,37352,34421,28207,129818,33887,33486,33497,33483,33557,28006,33495,33493,0,37265,34155,33567,33567,33622,32047,32089,30231,45,33792,33565,33521,34000,33560,33227,33586,33552,37521,33495,33552,22,33906,34522,33565,34040,35080
ISLHD_2017_4_S118,39030,39233,39225,39225,39695,39170,39233,39225,39170,37481,39232,39891,40400,39844,39365,39466,40486,39466,39226,39333,40399,39147,23885,22364,39243,37455,39346,37694,38303,39603,39226,40364,39466,39019,39467,39467,39170,39178,37693,37389,39355,39250,39171,39166,38284,39197,39178,39417,39363,37182,39249,39221,37479,22545,40332,39189,39369,39243,39341,41433,39990,39352,39234,39243,39339,39230,39230,39587,22545,39288,39163,39232,39226,40401,39240,39561,39699,39834,39227,38950,39171,39226,22560,21433,40399,23655,38230,39742,22406,39277,22609,39894,39283,22448,40325,39713,40364,39749,39840,39960,39249,39225,39294,38231,39467,39840,39229,37480,40311,39034,39560,39161,39287,39427,39466,40406,39836,39283,39163,39695,39172,39342,37484,39232,39467,39635,39240,39233,39233,37483,38236,37483,37763,39839,23581,39169,39021,39027,39233,39418,39186,39843,39232,39174,39226,39347,41433,37693,39638,41434,39840,39146,22448,39695,36223,130626,39797,39157,40401,40389,39230,37390,39165,40399,37265,0,39628,39241,39242,39299,38229,38277,37716,37278,39466,39239,39452,39910,39233,39834,39027,39225,41849,39161,39225,37271,39580,39914,39239,39240,40363
