name	scheme	ST	allele1	allele2	allele3	allele4	allele5	allele6	allele7
Seagull_18_163_2_S38	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR9287697	senterica	292	aroC(104)	dnaN(100)	hemD(54)	hisD(78)	purE(104)	sucA(9)	thrA(48)
ERR2992768	senterica	523	aroC(101)	dnaN(64)	hemD(25)	hisD(163)	purE(84)	sucA(6)	thrA(101)
SRR10302551	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
SRR8293794	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
W_1_G11	senterica	82	aroC(41)	dnaN(42)	hemD(43)	hisD(12)	purE(9)	sucA(12)	thrA(2)
SRR8429904	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
SRR14144421	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SG19_182_Sal	senterica	4491	aroC(14)	dnaN(72)	hemD(115)	hisD(12)	purE(6)	sucA(19)	thrA(15)
SIML_2017_02	senterica	32	aroC(17)	dnaN(18)	hemD(22)	hisD(17)	purE(5)	sucA(21)	thrA(19)
SRR3476791	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR1645494	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SIML_2019_09	senterica	11	aroC(5)	dnaN(2)	hemD(3)	hisD(7)	purE(6)	sucA(6)	thrA(11)
Seagull_18_255_S68	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR7458569	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
SRR3476822	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
ERR2992783	senterica	523	aroC(101)	dnaN(64)	hemD(25)	hisD(163)	purE(84)	sucA(6)	thrA(101)
ISLHD_2017_7_S78	senterica	29	aroC(16)	dnaN(16)	hemD(20)	hisD(18)	purE(8)	sucA(12)	thrA(18)
SRR3476788	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR7528150	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
SRR14144463	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SIML_2019_13	senterica	34	aroC(10)	dnaN(19)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR14144441	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SG19_298_Sal	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
SRR14144422	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR14144635	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR3476795	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SIML_2017_10	senterica	29	aroC(16)	dnaN(16)	hemD(20)	hisD(18)	purE(8)	sucA(12)	thrA(18)
SRR14144468	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
ISLHD_2018_1_S90	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
MD_6_H8	senterica	97	aroC(51)	dnaN(48)	hemD(43)	hisD(50)	purE(42)	sucA(43)	thrA(45)
MD_7_A3	senterica	14	aroC(7)	dnaN(6)	hemD(8)	hisD(8)	purE(7)	sucA(8)	thrA(13)
SRR3476815	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR8366145	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
ERR2992807	senterica	523	aroC(101)	dnaN(64)	hemD(25)	hisD(163)	purE(84)	sucA(6)	thrA(101)
ISLHD_2019_12	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
ERR2992751	senterica	523	aroC(101)	dnaN(64)	hemD(25)	hisD(163)	purE(84)	sucA(6)	thrA(101)
SRR14145164	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
ERR2992827	senterica	523	aroC(101)	dnaN(64)	hemD(25)	hisD(163)	purE(84)	sucA(6)	thrA(101)
SRR4774220	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
SRR4419671	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR14145185	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SG19_292_Sal	senterica	292	aroC(104)	dnaN(100)	hemD(54)	hisD(78)	purE(104)	sucA(9)	thrA(48)
Seagull_18_240_1_S58	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR14143685	senterica	16	aroC(6)	dnaN(7)	hemD(10)	hisD(10)	purE(8)	sucA(10)	thrA(14)
SRR4419672	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR14145177	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SIML_2019_02	senterica	43	aroC(2)	dnaN(14)	hemD(24)	hisD(14)	purE(2)	sucA(19)	thrA(8)
ERR2992796	senterica	523	aroC(101)	dnaN(64)	hemD(25)	hisD(163)	purE(84)	sucA(6)	thrA(101)
SRR3476843	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
ISLHD_2019_14	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR3476799	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR14144409	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
ISLHD_2018_13_S102	senterica	413	aroC(15)	dnaN(70)	hemD(93)	hisD(78)	purE(113)	sucA(6)	thrA(68)
SRR3476808	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
ERR2992810	senterica	523	aroC(101)	dnaN(64)	hemD(25)	hisD(163)	purE(84)	sucA(6)	thrA(101)
ERR2992797	senterica	523	aroC(101)	dnaN(64)	hemD(25)	hisD(163)	purE(84)	sucA(6)	thrA(101)
SRR7292872	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
SIML_2017_03	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR14144389	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR3476832	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR8293799	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
SG19_233_Sal	senterica	1792	aroC(14)	dnaN(210)	hemD(8)	hisD(14)	purE(38)	sucA(19)	thrA(102)
SRR7299103	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
ERR2992745	senterica	523	aroC(101)	dnaN(64)	hemD(25)	hisD(163)	purE(84)	sucA(6)	thrA(101)
SRR7351354	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
Seagull_18_220_S109	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR15369634	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
SRR14145108	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR3476836	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR10769917	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SG19_400_Sal	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR14144298	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
W_1_H11	senterica	523	aroC(101)	dnaN(64)	hemD(25)	hisD(163)	purE(84)	sucA(6)	thrA(101)
SRR14144278	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR1645502	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR1645495	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
MD_7_C1	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
MD_6_E8	senterica	50	aroC(5)	dnaN(21)	hemD(18)	hisD(9)	purE(6)	sucA(12)	thrA(17)
MD_6_B8	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR7351520	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
SRR14144372	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR14144489	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SIML_2017_04	senterica	50	aroC(5)	dnaN(21)	hemD(18)	hisD(9)	purE(6)	sucA(12)	thrA(17)
SRR15300017	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
ISLHD_2018_14_S103	senterica	424	aroC(143)	dnaN(31)	hemD(18)	hisD(143)	purE(5)	sucA(142)	thrA(22)
SRR3476837	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SG19_238_Sal	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR14143755	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
ISLHD_2017_10_S81	senterica	413	aroC(15)	dnaN(70)	hemD(93)	hisD(78)	purE(113)	sucA(6)	thrA(68)
ERR2992757	senterica	523	aroC(101)	dnaN(64)	hemD(25)	hisD(163)	purE(84)	sucA(6)	thrA(101)
SRR14145091	senterica	-	aroC(519)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
MD_6_H7	senterica	50	aroC(5)	dnaN(21)	hemD(18)	hisD(9)	purE(6)	sucA(12)	thrA(17)
SRR13377290	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
ISLHD_2019_19	senterica	65	aroC(11)	dnaN(10)	hemD(13)	hisD(32)	purE(10)	sucA(13)	thrA(4)
SRR7157819	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
ISLHD_2019_17	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
SRR3476826	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
ISLHD_2017_16_S87	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR3476801	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR8514761	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
ISLHD_2018_15_S104	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SIML_2019_05	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
ISLHD_2019_20	senterica	43	aroC(2)	dnaN(14)	hemD(24)	hisD(14)	purE(2)	sucA(19)	thrA(8)
SRR14143177	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SG19_116_Sal	senterica	1792	aroC(14)	dnaN(210)	hemD(8)	hisD(14)	purE(38)	sucA(19)	thrA(102)
SRR14144443	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR14145208	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR3476806	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
ERR2992780	senterica	523	aroC(101)	dnaN(64)	hemD(25)	hisD(163)	purE(84)	sucA(6)	thrA(101)
ERR2992781	senterica	523	aroC(101)	dnaN(64)	hemD(25)	hisD(163)	purE(84)	sucA(6)	thrA(101)
ERR2992791	senterica	523	aroC(101)	dnaN(64)	hemD(25)	hisD(163)	purE(84)	sucA(6)	thrA(101)
SRR3476816	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
ERR2992793	senterica	523	aroC(101)	dnaN(64)	hemD(25)	hisD(163)	purE(84)	sucA(6)	thrA(101)
MD_6_C12	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR14144447	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR13403796	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
SRR7480448	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
SRR3476825	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR14144544	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR3476847	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR4419681	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
W_1_D11	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
ISLHD_2017_9_S80	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR14145029	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR7157827	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
ERR2992777	senterica	523	aroC(101)	dnaN(64)	hemD(25)	hisD(163)	purE(84)	sucA(6)	thrA(101)
ISLHD_2019_23	senterica	424	aroC(143)	dnaN(31)	hemD(18)	hisD(143)	purE(5)	sucA(142)	thrA(22)
ERR2992762	senterica	523	aroC(101)	dnaN(64)	hemD(25)	hisD(163)	purE(84)	sucA(6)	thrA(101)
SRR1645500	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR14144130	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
ERR2992804	senterica	523	aroC(101)	dnaN(64)	hemD(25)	hisD(163)	purE(84)	sucA(6)	thrA(101)
SRR15096549	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
Seagull_18_89_S8	senterica	64	aroC(10)	dnaN(14)	hemD(15)	hisD(31)	purE(25)	sucA(20)	thrA(33)
SRR14144492	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR3476813	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR3476800	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR14145296	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
ISLHD_2017_13_S84	senterica	424	aroC(143)	dnaN(31)	hemD(18)	hisD(143)	purE(5)	sucA(142)	thrA(22)
SIML_2017_08	senterica	316	aroC(43)	dnaN(41)	hemD(16)	hisD(42)	purE(35)	sucA(13)	thrA(111)
MD_7_A1	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR7298405	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
MD_6_B12	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
MD_6_F8	senterica	176	aroC(41)	dnaN(42)	hemD(64)	hisD(12)	purE(9)	sucA(12)	thrA(2)
SRR14144500	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
MD_6_G10	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR14144912	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
ISLHD_2017_6_S119	senterica	32	aroC(17)	dnaN(18)	hemD(22)	hisD(17)	purE(5)	sucA(21)	thrA(19)
SRR5585070	senterica	523	aroC(101)	dnaN(64)	hemD(25)	hisD(163)	purE(84)	sucA(6)	thrA(101)
MD_6_B10	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR14143088	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SIML_2017_16	senterica	11	aroC(5)	dnaN(2)	hemD(3)	hisD(7)	purE(6)	sucA(6)	thrA(11)
SRR14144566	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR14144431	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
MD_6_D12	senterica	14	aroC(7)	dnaN(6)	hemD(8)	hisD(8)	purE(7)	sucA(8)	thrA(13)
SRR4419677	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR4419680	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR14145369	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
ISLHD_2019_25	senterica	203	aroC(81)	dnaN(69)	hemD(36)	hisD(12)	purE(68)	sucA(12)	thrA(17)
SRR3476846	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SIML_2017_06	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR4419692	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR14255524	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
SRR3476840	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
ISLHD_2019_26	senterica	1972	aroC(5)	dnaN(67)	hemD(3)	hisD(14)	purE(5)	sucA(192)	thrA(1)
MD_6_C10	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR7480358	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
SRR4419667	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR14145100	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR3476838	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR14144428	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
ISLHD_2017_15_S86	senterica	11	aroC(5)	dnaN(2)	hemD(3)	hisD(7)	purE(6)	sucA(6)	thrA(11)
SRR14144450	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR7457931	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
ISLHD_2019_07	senterica	316	aroC(43)	dnaN(41)	hemD(16)	hisD(42)	purE(35)	sucA(13)	thrA(111)
ISLHD_2018_7_S96	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR6310288	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
MD_7_B1	senterica	413	aroC(15)	dnaN(70)	hemD(93)	hisD(78)	purE(113)	sucA(6)	thrA(68)
